Year,Month,Region,Industry,Application,Bearing_Type,Sales_Channel,Buyer_Category,Buyer_Tier,Product_Class,Dealer_ID,Repeat_Order_Count,Order_Quantity,Price_Per_Unit,Revenue,Lead_Time,Inventory_Status,Warehouse,Competitor_Brand,Competitor_Price_Index,Failure_Risk_Score,Operating_Temperature_C,Contract_Length_Years,Machine_Age_Years
2025,12,East,Paper,Pump,SRB,Rate Contract,Small Dealer,Other Buyer,Stranger,1491,1,134,7366835.25,987155923.84,1 Week,Stock-Out,Kolkata,NRB,1.12,0.32,114.7,2,9
2023,10,West,Paper,Screen,Others,RFQ,Large Distributor,Other Buyer,Store Item,1099,2,45,5515773.09,248209789.2,1 Week,Stock Available,Chennai,NRB,0.92,0.55,163.34,2,6
2024,11,North,Steel,Motor,Ball Bearing,RFQ,Large Distributor,Other Buyer,Insurance Spare,1319,0,183,10546130.02,1929941793.39,1 Week,Stock Available,Delhi,Chinese Imports,0.94,0.33,58.21,1,13
2024,10,West,Cement,Screen,SRB,RFQ,OEM,Other Buyer,Store Item,1522,4,18,7424135.21,133634433.7,1 Week,Stock Available,Mumbai,Chinese Imports,0.88,0.18,119.0,2,6
2021,7,North,Steel,Pump,Ball Bearing,Rate Contract,Small Dealer,Top 20% Buyer,Stranger,1188,1,236,301811.88,71227602.64,4 Weeks,Stock Available,Chennai,Chinese Imports,0.92,0.67,145.44,3,17
2025,12,East,Power,Rolling Mill,Others,RFQ,Large Distributor,Other Buyer,Store Item,1449,4,31,4268491.29,132323230.04,1 Week,Stock Available,Mumbai,Chinese Imports,1.06,0.04,144.07,2,2
2022,9,East,Paper,Gearbox,Others,Rate Contract,Small Dealer,Other Buyer,Store Item,1093,6,341,13522382.0,4611132262.24,16 Weeks,Stock Available,Mumbai,Chinese Imports,1.05,0.9,127.91,2,2
2022,10,West,Steel,Motor,Ball Bearing,RFQ,Small Dealer,Top 20% Buyer,Insurance Spare,1180,2,333,7672651.94,2554993096.94,4 Weeks,Stock Available,Kolkata,Timken,1.1,0.15,171.73,2,10
2023,5,East,Others,Motor,Others,Rate Contract,OEM,Other Buyer,Insurance Spare,1320,1,14,11969239.36,167569351.01,16 Weeks,Stock Available,Chennai,Schaeffler,1.19,0.62,107.5,2,1
2020,10,South,Steel,Rolling Mill,TRB,RFQ,Large Distributor,Other Buyer,Store Item,1282,4,353,6034465.4,2130166285.25,1 Week,Stock Available,Delhi,Schaeffler,0.9,0.75,163.23,3,2
2021,9,South,Cement,Motor,Others,RFQ,Small Dealer,Other Buyer,Store Item,1390,3,392,10154467.64,3980551314.55,1 Week,Stock Available,Kolkata,Timken,0.87,0.07,126.74,2,15
2024,4,North,Cement,Crusher,SRB,RFQ,Small Dealer,Other Buyer,Store Item,1320,4,89,2535081.5,225622253.36,1 Week,Stock Available,Bangalore,Chinese Imports,0.95,0.9,143.25,3,4
2020,2,West,Steel,Pump,TRB,RFQ,Large Distributor,Other Buyer,Store Item,1024,2,361,11048009.55,3988331446.47,4 Weeks,Stock Available,Delhi,SKF,0.78,0.36,105.08,2,8
2024,10,North,Steel,Motor,SRB,RFQ,Small Dealer,Other Buyer,Insurance Spare,1259,1,6,11798724.23,70792345.4,16 Weeks,Stock Available,Bangalore,Chinese Imports,1.08,1.0,63.47,1,19
2021,11,East,Paper,Screen,SRB,Rate Contract,PSU,Top 20% Buyer,Store Item,1496,5,211,1352140.28,285301599.32,1 Week,Stock-Out,Kolkata,Chinese Imports,0.99,0.07,55.27,2,17
2022,9,West,Mining,Gearbox,TRB,Rate Contract,Large Distributor,Other Buyer,Store Item,1212,1,93,2749693.81,255721524.64,1 Week,Stock Available,Mumbai,Timken,0.81,0.72,135.53,2,7
2022,5,West,Steel,Pump,Others,RFQ,Small Dealer,Other Buyer,Store Item,1114,2,125,6943360.59,867920073.53,1 Week,Stock Available,Mumbai,Timken,1.13,0.16,92.71,2,5
2022,10,West,Power,Rolling Mill,TRB,RFQ,PSU,Other Buyer,Store Item,1451,2,34,9561565.55,325093228.65,16 Weeks,Stock Available,Chennai,SKF,1.01,0.4,119.45,1,1
2024,2,East,Steel,Screen,Others,RFQ,Large Distributor,Other Buyer,Insurance Spare,1489,2,13,9562384.52,124310998.75,1 Week,Stock Available,Delhi,Schaeffler,0.72,0.44,144.45,2,18
2022,8,East,Steel,Crusher,Others,Rate Contract,Small Dealer,Other Buyer,Insurance Spare,1527,7,133,10023057.98,1333066711.41,4 Weeks,Stock Available,Bangalore,SKF,0.8,0.41,150.11,2,5
2023,4,North,Power,Motor,SRB,RFQ,Large Distributor,Top 20% Buyer,Store Item,1384,6,316,10716240.13,3386331880.57,1 Week,Stock Available,Bangalore,Chinese Imports,1.15,0.34,111.35,2,7
2023,4,West,Steel,Screen,Ball Bearing,Rate Contract,PSU,Other Buyer,Store Item,1417,4,316,7586519.34,2397340109.91,4 Weeks,Stock Available,Chennai,NRB,0.89,0.77,84.03,2,14
2024,4,East,Paper,Pump,CRB,RFQ,Large Distributor,Top 20% Buyer,Store Item,1218,5,208,8622849.34,1793552663.67,1 Week,Stock Available,Delhi,Schaeffler,1.19,0.82,148.62,2,7
2025,7,West,Mining,Screen,Others,RFQ,Large Distributor,Other Buyer,Stranger,1062,4,321,126131.67,40488266.35,1 Week,Stock Available,Mumbai,SKF,0.96,0.34,98.15,3,17
2024,2,East,Others,Crusher,Others,RFQ,Large Distributor,Top 20% Buyer,Store Item,1349,1,305,2499043.92,762208394.41,4 Weeks,Stock Available,Kolkata,NRB,0.8,0.48,171.14,2,13
2021,7,East,Cement,Gearbox,Others,RFQ,Small Dealer,Other Buyer,Store Item,1389,2,142,7478480.69,1061944257.82,4 Weeks,Stock Available,Chennai,Chinese Imports,1.0,0.42,155.44,2,4
2020,9,East,Others,Motor,TRB,Rate Contract,PSU,Top 20% Buyer,Store Item,1376,1,149,11183906.05,1666402001.05,1 Week,Stock-Out,Kolkata,Chinese Imports,0.75,0.59,144.57,2,12
2022,8,North,Power,Pump,Others,Rate Contract,Small Dealer,Other Buyer,Stranger,1065,1,178,12133881.14,2159830843.52,4 Weeks,Stock-Out,Kolkata,Schaeffler,1.1,0.15,73.77,2,18
2023,7,East,Cement,Motor,SRB,Rate Contract,Small Dealer,Other Buyer,Insurance Spare,1118,6,53,10934166.22,579510809.84,1 Week,Stock-Out,Chennai,Chinese Imports,1.01,0.81,90.79,2,12
2020,12,South,Others,Motor,SRB,Rate Contract,Small Dealer,Other Buyer,Store Item,1007,2,247,7296061.39,1802127164.11,16 Weeks,Stock Available,Bangalore,NRB,1.18,0.8,158.86,1,4
2023,3,South,Cement,Rolling Mill,CRB,RFQ,Large Distributor,Top 20% Buyer,Store Item,1026,2,94,4219191.97,396604044.86,1 Week,Stock-Out,Delhi,Schaeffler,1.05,0.59,43.24,2,16
2023,9,East,Steel,Motor,Others,RFQ,Large Distributor,Other Buyer,Insurance Spare,1289,2,104,6670764.61,693759519.96,1 Week,Stock Available,Bangalore,Timken,0.72,0.75,149.41,2,14
2022,2,East,Mining,Screen,Others,Rate Contract,Large Distributor,Other Buyer,Store Item,1027,2,207,139463.1,28868861.61,1 Week,Stock-Out,Mumbai,SKF,0.94,0.99,96.58,2,8
2024,2,North,Others,Screen,Ball Bearing,Rate Contract,Small Dealer,Other Buyer,Store Item,1158,3,212,8969407.92,1901514479.74,1 Week,Stock Available,Delhi,Timken,0.97,0.92,151.91,1,17
2020,9,South,Mining,Gearbox,Others,Rate Contract,Large Distributor,Other Buyer,Stranger,1144,6,97,1118540.58,108498436.16,1 Week,Stock Available,Chennai,Chinese Imports,1.16,0.61,117.33,2,5
2020,9,North,Power,Crusher,Others,RFQ,PSU,Other Buyer,Stranger,1466,1,241,2180885.61,525593431.41,1 Week,Stock Available,Chennai,Timken,0.92,0.51,113.75,1,2
2024,12,South,Cement,Pump,CRB,RFQ,Large Distributor,Top 20% Buyer,Stranger,1107,1,278,9389664.27,2610326666.43,1 Week,Stock Available,Chennai,Chinese Imports,1.0,0.53,138.22,2,2
2023,9,East,Others,Screen,Ball Bearing,RFQ,Small Dealer,Top 20% Buyer,Store Item,1438,3,271,200269.55,54273048.39,1 Week,Stock Available,Kolkata,Timken,0.79,0.47,152.89,2,12
2024,12,East,Steel,Motor,CRB,Rate Contract,OEM,Other Buyer,Store Item,1202,4,205,8603347.06,1763686146.73,1 Week,Stock-Out,Chennai,Chinese Imports,0.82,0.48,137.08,3,17
2023,1,South,Cement,Crusher,TRB,Rate Contract,Small Dealer,Other Buyer,Store Item,1300,0,254,9575715.77,2432231806.75,4 Weeks,Stock Available,Mumbai,Chinese Imports,0.97,0.73,103.1,2,17
2021,2,North,Steel,Pump,CRB,RFQ,OEM,Other Buyer,Insurance Spare,1437,2,100,11824133.67,1182413367.18,4 Weeks,Stock Available,Mumbai,SKF,1.05,0.99,84.92,1,8
2025,1,East,Cement,Pump,CRB,RFQ,Large Distributor,Other Buyer,Insurance Spare,1010,1,230,1020495.2,234713895.59,1 Week,Stock Available,Chennai,SKF,0.92,0.05,158.39,3,7
2024,4,East,Cement,Pump,Others,RFQ,Large Distributor,Other Buyer,Insurance Spare,1102,3,391,44014.83,17209799.97,1 Week,Stock Available,Delhi,Chinese Imports,0.92,0.23,112.91,1,18
2024,9,East,Steel,Pump,SRB,RFQ,OEM,Other Buyer,Stranger,1485,4,108,11502877.73,1242310795.34,1 Week,Stock Available,Mumbai,Schaeffler,0.83,0.21,149.68,2,8
2022,10,East,Steel,Gearbox,Ball Bearing,RFQ,Small Dealer,Top 20% Buyer,Insurance Spare,1109,3,148,4350836.59,643923814.7,4 Weeks,Stock Available,Delhi,SKF,1.05,0.83,179.4,2,15
2023,1,West,Cement,Pump,TRB,Rate Contract,Large Distributor,Other Buyer,Store Item,1092,3,141,13308082.83,1876439679.68,16 Weeks,Stock Available,Delhi,Chinese Imports,0.7,0.42,130.14,2,14
2022,12,West,Steel,Crusher,SRB,Rate Contract,OEM,Other Buyer,Store Item,1540,3,72,2774561.51,199768428.95,1 Week,Stock Available,Delhi,Chinese Imports,0.96,0.53,78.97,2,16
2020,12,North,Steel,Screen,Others,Rate Contract,Small Dealer,Other Buyer,Store Item,1506,4,177,8782602.91,1554520715.07,4 Weeks,Stock Available,Chennai,Chinese Imports,0.7,0.47,161.18,2,6
2025,6,South,Paper,Crusher,SRB,RFQ,Large Distributor,Other Buyer,Store Item,1176,4,6,1641180.59,9847083.53,1 Week,Stock Available,Kolkata,Chinese Imports,1.0,0.85,78.31,2,15
2021,2,North,Steel,Motor,Ball Bearing,RFQ,Small Dealer,Other Buyer,Store Item,1438,3,123,6040376.12,742966262.57,1 Week,Stock Available,Chennai,SKF,0.72,0.5,76.46,3,4
2025,4,East,Power,Rolling Mill,Others,Rate Contract,Large Distributor,Top 20% Buyer,Insurance Spare,1510,3,349,13230970.64,4617608754.04,1 Week,Stock Available,Mumbai,SKF,1.17,0.67,50.35,1,3
2023,3,East,Others,Gearbox,SRB,RFQ,PSU,Other Buyer,Store Item,1108,1,124,9125228.29,1131528308.24,1 Week,Stock Available,Mumbai,Chinese Imports,0.94,0.02,51.0,2,13
2021,3,North,Steel,Gearbox,Others,Rate Contract,OEM,Other Buyer,Insurance Spare,1071,2,282,10344267.95,2917083562.41,4 Weeks,Stock Available,Mumbai,Timken,1.04,0.65,160.72,1,12
2023,9,North,Steel,Motor,TRB,Rate Contract,Small Dealer,Other Buyer,Insurance Spare,1488,5,381,3389585.92,1291432234.47,4 Weeks,Stock Available,Mumbai,SKF,1.13,0.24,72.3,3,9
2025,5,South,Cement,Crusher,SRB,RFQ,Large Distributor,Other Buyer,Store Item,1280,1,153,13841266.9,2117713835.01,16 Weeks,Stock Available,Kolkata,Chinese Imports,0.82,0.87,55.22,3,5
2024,6,East,Mining,Crusher,Others,RFQ,Small Dealer,Top 20% Buyer,Store Item,1213,4,334,9352251.67,3123652056.42,1 Week,Stock Available,Delhi,Timken,0.97,0.75,89.36,2,12
2025,12,North,Others,Motor,SRB,RFQ,Small Dealer,Other Buyer,Store Item,1456,5,347,1588318.03,551146355.67,1 Week,Stock Available,Chennai,Chinese Imports,1.13,0.11,139.9,2,1
2024,11,North,Others,Rolling Mill,TRB,RFQ,Small Dealer,Other Buyer,Store Item,1417,1,223,233323.1,52031050.29,1 Week,Stock Available,Mumbai,Timken,0.97,0.1,87.55,2,1
2024,12,West,Mining,Pump,SRB,RFQ,Small Dealer,Top 20% Buyer,Store Item,1509,2,187,238877.11,44670019.72,1 Week,Stock Available,Delhi,SKF,0.9,0.29,83.3,2,2
2025,3,South,Steel,Pump,SRB,Rate Contract,Large Distributor,Other Buyer,Insurance Spare,1322,1,8,768214.83,6145718.68,4 Weeks,Stock Available,Chennai,Chinese Imports,0.88,0.13,108.33,2,8
2021,7,East,Steel,Screen,Others,Rate Contract,PSU,Other Buyer,Insurance Spare,1177,1,62,13674241.47,847802971.11,4 Weeks,Stock Available,Kolkata,Chinese Imports,0.89,0.74,42.97,2,12
2023,9,North,Steel,Crusher,Others,RFQ,PSU,Other Buyer,Store Item,1103,5,202,5375706.61,1085892735.2,1 Week,Stock Available,Bangalore,SKF,1.01,0.99,108.75,1,17
2021,2,East,Steel,Crusher,SRB,RFQ,PSU,Other Buyer,Store Item,1118,2,378,4473515.98,1690989041.91,16 Weeks,Stock Available,Kolkata,Chinese Imports,0.72,0.66,178.6,1,9
2025,1,North,Mining,Motor,CRB,RFQ,Large Distributor,Other Buyer,Insurance Spare,1056,2,30,6248209.19,187446275.65,4 Weeks,Stock-Out,Bangalore,SKF,0.91,0.25,151.91,2,12
2025,10,North,Cement,Motor,Others,RFQ,OEM,Other Buyer,Store Item,1408,2,117,6143597.32,718800886.45,4 Weeks,Stock Available,Mumbai,Timken,0.98,0.56,49.87,2,6
2020,10,East,Steel,Pump,Others,RFQ,PSU,Top 20% Buyer,Store Item,1057,5,201,3577429.6,719063348.72,16 Weeks,Stock Available,Delhi,NRB,1.09,0.81,131.68,2,3
2024,7,East,Paper,Crusher,Ball Bearing,Rate Contract,PSU,Other Buyer,Stranger,1116,6,233,1377456.47,320947357.66,1 Week,Stock Available,Delhi,Schaeffler,0.96,0.96,104.56,2,4
2025,8,East,Steel,Crusher,Others,RFQ,OEM,Other Buyer,Store Item,1424,1,364,1629434.54,593114174.13,1 Week,Stock Available,Chennai,NRB,1.16,0.01,155.67,3,9
2021,7,East,Power,Gearbox,TRB,RFQ,Large Distributor,Other Buyer,Insurance Spare,1020,1,389,8987846.51,3496272290.78,4 Weeks,Stock Available,Bangalore,Chinese Imports,0.92,0.52,53.79,1,13
2023,1,South,Cement,Screen,CRB,RFQ,OEM,Other Buyer,Store Item,1078,4,102,5952549.9,607160089.92,4 Weeks,Stock Available,Bangalore,Chinese Imports,1.03,0.45,72.58,2,2
2025,6,South,Power,Screen,Others,RFQ,Large Distributor,Other Buyer,Store Item,1107,3,308,13536834.72,4169345093.92,1 Week,Stock Available,Chennai,Chinese Imports,0.71,0.41,150.76,2,3
2020,4,East,Power,Pump,SRB,RFQ,PSU,Other Buyer,Store Item,1270,3,204,6956072.11,1419038710.0,1 Week,Stock Available,Delhi,Chinese Imports,0.82,0.5,158.89,2,15
2024,2,East,Steel,Rolling Mill,SRB,RFQ,Small Dealer,Top 20% Buyer,Stranger,1475,1,25,7552393.5,188809837.4,1 Week,Stock Available,Delhi,Chinese Imports,1.11,0.4,114.1,2,18
2022,12,East,Power,Crusher,Ball Bearing,RFQ,OEM,Other Buyer,Insurance Spare,1069,2,190,13923677.59,2645498742.03,1 Week,Stock Available,Chennai,NRB,0.99,0.34,42.76,2,8
2025,10,East,Mining,Gearbox,SRB,Rate Contract,Small Dealer,Other Buyer,Store Item,1386,4,179,7524631.03,1346908953.78,16 Weeks,Stock Available,Bangalore,Timken,1.17,0.11,165.12,2,8
2025,11,West,Others,Crusher,SRB,Rate Contract,Large Distributor,Other Buyer,Stranger,1165,4,283,7529749.58,2130919132.28,1 Week,Stock Available,Mumbai,Schaeffler,1.08,0.5,93.59,2,15
2025,6,East,Power,Motor,Others,Rate Contract,Large Distributor,Other Buyer,Store Item,1057,4,212,5447470.18,1154863677.71,4 Weeks,Stock Available,Chennai,Schaeffler,0.92,0.82,45.56,2,5
2023,7,South,Power,Pump,Ball Bearing,RFQ,Large Distributor,Top 20% Buyer,Store Item,1450,4,95,10656189.49,1012338001.48,4 Weeks,Stock Available,Delhi,SKF,1.09,0.1,154.63,2,8
2025,5,South,Mining,Rolling Mill,Ball Bearing,RFQ,Large Distributor,Other Buyer,Store Item,1244,4,267,5883439.33,1570878301.96,4 Weeks,Stock-Out,Mumbai,Chinese Imports,0.93,0.74,98.53,2,14
2025,2,East,Others,Screen,Ball Bearing,RFQ,OEM,Other Buyer,Store Item,1044,3,388,8824849.02,3424041420.97,1 Week,Stock Available,Mumbai,Chinese Imports,0.87,0.27,66.6,2,7
2022,4,East,Steel,Crusher,SRB,Rate Contract,Small Dealer,Other Buyer,Store Item,1382,3,309,6710952.26,2073684248.37,4 Weeks,Stock Available,Bangalore,Schaeffler,0.72,0.38,152.22,2,14
2025,11,North,Power,Rolling Mill,Ball Bearing,RFQ,Small Dealer,Other Buyer,Store Item,1070,7,220,7931191.76,1744862188.23,16 Weeks,Stock Available,Chennai,Chinese Imports,1.13,0.99,104.08,2,8
2020,10,East,Mining,Pump,CRB,RFQ,Small Dealer,Other Buyer,Stranger,1547,3,257,12405416.41,3188192016.43,1 Week,Stock Available,Mumbai,NRB,0.91,0.68,125.09,2,17
2023,9,East,Cement,Screen,SRB,RFQ,Large Distributor,Other Buyer,Insurance Spare,1238,0,359,6206018.77,2227960738.72,1 Week,Stock Available,Kolkata,SKF,1.04,0.72,155.24,1,7
2021,8,East,Steel,Crusher,Others,Rate Contract,Large Distributor,Other Buyer,Insurance Spare,1107,6,35,3451197.89,120791926.05,4 Weeks,Stock Available,Mumbai,SKF,0.78,0.6,113.14,2,18
2021,12,South,Cement,Gearbox,Ball Bearing,Rate Contract,Large Distributor,Other Buyer,Store Item,1207,2,129,8554823.57,1103572240.39,4 Weeks,Stock Available,Mumbai,SKF,1.11,0.32,55.47,2,13
2020,2,North,Steel,Pump,Others,RFQ,Large Distributor,Other Buyer,Insurance Spare,1301,3,353,14062634.78,4964110076.55,4 Weeks,Stock Available,Mumbai,Schaeffler,1.11,0.68,174.93,1,12
2024,5,East,Power,Crusher,SRB,Rate Contract,Small Dealer,Other Buyer,Store Item,1429,1,200,10398192.58,2079638516.79,16 Weeks,Stock Available,Chennai,Chinese Imports,0.94,0.46,80.12,1,15
2022,6,West,Power,Screen,Others,RFQ,Large Distributor,Other Buyer,Insurance Spare,1347,5,295,4625476.32,1364515515.5,4 Weeks,Stock Available,Bangalore,Chinese Imports,1.04,0.83,179.19,3,13
2024,11,West,Paper,Screen,CRB,RFQ,Small Dealer,Top 20% Buyer,Stranger,1106,5,38,14444908.96,548906540.39,1 Week,Stock Available,Bangalore,Schaeffler,0.96,0.57,40.84,2,16
2020,12,East,Power,Gearbox,Others,RFQ,PSU,Top 20% Buyer,Insurance Spare,1527,4,235,5140779.81,1208083255.07,1 Week,Stock Available,Kolkata,Schaeffler,0.98,0.77,107.73,2,15
2022,5,South,Steel,Pump,CRB,RFQ,Large Distributor,Other Buyer,Store Item,1405,1,19,14748811.03,280227409.52,1 Week,Stock Available,Kolkata,Chinese Imports,1.14,0.85,138.69,2,6
2023,12,East,Steel,Pump,Others,RFQ,Small Dealer,Top 20% Buyer,Store Item,1255,1,338,2879878.25,973398848.59,1 Week,Stock-Out,Mumbai,Chinese Imports,1.18,0.82,166.88,2,8
2024,12,East,Paper,Rolling Mill,CRB,Rate Contract,Small Dealer,Other Buyer,Stranger,1300,3,345,14994743.03,5173186345.05,1 Week,Stock Available,Mumbai,Schaeffler,0.88,0.4,149.25,1,14
2022,5,North,Steel,Crusher,Others,Rate Contract,Large Distributor,Top 20% Buyer,Store Item,1144,3,331,1138621.71,376883786.81,1 Week,Stock Available,Mumbai,NRB,0.87,0.37,75.79,2,15
2024,7,East,Power,Rolling Mill,Others,RFQ,PSU,Top 20% Buyer,Insurance Spare,1523,3,341,10698609.7,3648225906.43,16 Weeks,Stock Available,Kolkata,Chinese Imports,0.85,0.87,74.06,2,6
2025,7,South,Steel,Screen,Others,RFQ,PSU,Top 20% Buyer,Store Item,1359,2,174,11106634.17,1932554346.11,1 Week,Stock Available,Bangalore,Chinese Imports,1.09,0.14,89.92,3,7
2024,12,West,Mining,Screen,TRB,RFQ,OEM,Other Buyer,Store Item,1523,4,150,10193633.12,1529044968.22,1 Week,Stock Available,Kolkata,Chinese Imports,1.06,0.28,55.48,1,19
2021,4,South,Power,Gearbox,SRB,RFQ,Small Dealer,Other Buyer,Insurance Spare,1483,2,210,11664110.41,2449463186.19,4 Weeks,Stock Available,Bangalore,Schaeffler,0.72,0.12,133.74,2,2
2020,11,East,Steel,Gearbox,Others,Rate Contract,Large Distributor,Top 20% Buyer,Store Item,1189,2,42,7077515.25,297255640.56,4 Weeks,Stock Available,Kolkata,Chinese Imports,0.74,0.04,171.78,2,4
2025,6,North,Steel,Pump,Ball Bearing,RFQ,Large Distributor,Other Buyer,Store Item,1295,4,324,811747.03,263006039.04,4 Weeks,Stock Available,Bangalore,SKF,1.02,0.62,129.89,1,12
2020,11,North,Paper,Rolling Mill,CRB,RFQ,Large Distributor,Other Buyer,Store Item,1092,1,33,5366325.08,177088727.67,1 Week,Stock-Out,Kolkata,Chinese Imports,0.84,0.9,114.67,2,13
2025,7,East,Power,Screen,SRB,RFQ,Large Distributor,Other Buyer,Insurance Spare,1129,0,378,9634731.77,3641928607.33,16 Weeks,Stock Available,Bangalore,Schaeffler,0.75,0.13,110.47,2,12
2023,9,West,Mining,Crusher,Ball Bearing,RFQ,Large Distributor,Top 20% Buyer,Store Item,1483,0,375,9693719.86,3635144947.36,1 Week,Stock Available,Chennai,Chinese Imports,0.91,0.8,122.97,2,13
2025,12,West,Paper,Motor,CRB,RFQ,Small Dealer,Other Buyer,Store Item,1408,2,14,2927939.68,40991155.48,4 Weeks,Stock-Out,Chennai,SKF,1.14,0.38,139.49,3,15
2024,12,East,Others,Crusher,TRB,Rate Contract,OEM,Other Buyer,Insurance Spare,1340,1,277,3795107.97,1051244908.92,16 Weeks,Stock Available,Delhi,Chinese Imports,0.88,0.62,151.3,2,15
2025,12,East,Steel,Gearbox,Ball Bearing,Rate Contract,Small Dealer,Other Buyer,Store Item,1213,5,119,7300492.6,868758619.44,1 Week,Stock Available,Bangalore,Chinese Imports,1.05,0.76,137.76,2,14
2022,2,East,Others,Crusher,SRB,RFQ,Large Distributor,Other Buyer,Store Item,1329,2,88,10929168.7,961766845.27,16 Weeks,Stock Available,Bangalore,Chinese Imports,1.15,0.71,138.7,2,3
2024,11,East,Steel,Screen,Ball Bearing,Rate Contract,Small Dealer,Other Buyer,Store Item,1174,5,85,12791977.43,1087318081.81,4 Weeks,Stock-Out,Bangalore,Chinese Imports,0.78,0.14,173.24,1,8
2022,3,East,Steel,Rolling Mill,Others,Rate Contract,Small Dealer,Other Buyer,Store Item,1443,2,75,1297309.26,97298194.59,4 Weeks,Stock Available,Delhi,NRB,1.0,0.12,165.91,3,12
2023,7,North,Paper,Pump,SRB,RFQ,PSU,Top 20% Buyer,Store Item,1200,1,375,13884301.71,5206613141.36,1 Week,Stock-Out,Kolkata,Chinese Imports,1.15,0.92,155.35,2,18
2024,9,North,Steel,Rolling Mill,CRB,RFQ,OEM,Other Buyer,Stranger,1097,4,60,13915977.83,834958669.74,16 Weeks,Stock Available,Chennai,Schaeffler,0.8,0.08,46.07,2,1
2025,7,North,Steel,Motor,TRB,RFQ,PSU,Top 20% Buyer,Insurance Spare,1102,1,321,119045.81,38213706.33,1 Week,Stock Available,Delhi,Chinese Imports,1.19,0.22,133.64,2,7
2025,9,North,Steel,Pump,Others,RFQ,PSU,Other Buyer,Store Item,1150,4,363,7596163.38,2757407306.48,1 Week,Stock Available,Chennai,Chinese Imports,0.88,0.44,103.7,2,14
2024,12,North,Cement,Motor,SRB,Rate Contract,Small Dealer,Other Buyer,Store Item,1267,2,304,8807180.47,2677382864.35,4 Weeks,Stock Available,Mumbai,Timken,0.81,0.82,126.46,1,19
2022,3,West,Power,Motor,SRB,RFQ,OEM,Other Buyer,Store Item,1351,0,226,8305719.29,1877092559.16,4 Weeks,Stock-Out,Delhi,Chinese Imports,1.12,0.6,136.08,2,19
2023,10,East,Mining,Screen,TRB,RFQ,OEM,Top 20% Buyer,Store Item,1466,3,108,9236590.23,997551745.06,1 Week,Stock Available,Delhi,Schaeffler,0.93,0.57,140.05,2,12
2024,7,South,Paper,Screen,TRB,RFQ,Large Distributor,Top 20% Buyer,Stranger,1277,4,237,7550289.09,1789418515.25,1 Week,Stock Available,Chennai,SKF,1.04,0.69,161.72,2,7
2021,3,North,Cement,Gearbox,SRB,RFQ,Large Distributor,Other Buyer,Store Item,1015,5,182,4407131.95,802098015.67,4 Weeks,Stock Available,Bangalore,Schaeffler,0.94,0.8,167.4,2,8
2020,3,East,Steel,Gearbox,Others,RFQ,Large Distributor,Other Buyer,Stranger,1455,2,78,1435601.96,111976953.21,1 Week,Stock Available,Mumbai,SKF,1.02,0.23,124.96,2,11
2022,12,East,Others,Motor,Ball Bearing,Rate Contract,Large Distributor,Other Buyer,Store Item,1178,2,292,3125722.82,912711064.51,1 Week,Stock Available,Chennai,Schaeffler,0.72,0.02,165.18,2,8
2022,12,North,Steel,Rolling Mill,Ball Bearing,RFQ,Small Dealer,Top 20% Buyer,Store Item,1133,3,381,11103837.1,4230561933.81,1 Week,Stock Available,Delhi,SKF,0.88,0.13,147.05,3,16
2022,12,South,Steel,Gearbox,Ball Bearing,RFQ,OEM,Other Buyer,Store Item,1257,2,350,3615983.14,1265594097.93,4 Weeks,Stock Available,Bangalore,Timken,1.03,0.17,68.38,3,9
2021,12,North,Steel,Screen,Others,RFQ,Large Distributor,Top 20% Buyer,Store Item,1061,5,57,12445661.85,709402725.22,1 Week,Stock Available,Mumbai,Chinese Imports,0.88,0.04,44.94,1,9
2020,4,South,Power,Gearbox,SRB,Rate Contract,Small Dealer,Other Buyer,Insurance Spare,1481,1,261,6052349.37,1579663184.4,4 Weeks,Stock Available,Bangalore,SKF,1.09,0.75,41.38,2,4
2020,6,South,Steel,Motor,SRB,RFQ,Large Distributor,Other Buyer,Store Item,1476,4,363,6217161.24,2256829531.73,1 Week,Stock Available,Chennai,NRB,1.18,0.88,122.13,2,11
2025,10,East,Steel,Pump,SRB,RFQ,Small Dealer,Other Buyer,Store Item,1041,3,122,13027486.38,1589353338.09,4 Weeks,Stock Available,Bangalore,SKF,0.72,0.71,113.02,2,10
2023,8,East,Steel,Rolling Mill,CRB,RFQ,Small Dealer,Top 20% Buyer,Insurance Spare,1372,4,222,3214363.85,713588775.28,4 Weeks,Stock Available,Delhi,Chinese Imports,1.13,0.19,137.49,3,9
2022,7,West,Steel,Rolling Mill,Others,RFQ,Small Dealer,Other Buyer,Insurance Spare,1372,4,34,2844320.97,96706912.83,1 Week,Stock Available,Delhi,Chinese Imports,0.78,0.61,158.0,1,5
2024,6,East,Cement,Crusher,Ball Bearing,RFQ,Large Distributor,Other Buyer,Stranger,1298,4,269,14781096.67,3976115003.33,1 Week,Stock Available,Kolkata,Timken,1.16,0.52,63.02,2,3
2021,10,West,Paper,Gearbox,SRB,RFQ,Small Dealer,Top 20% Buyer,Store Item,1051,2,112,8109084.98,908217517.73,16 Weeks,Stock Available,Mumbai,Chinese Imports,1.17,0.82,159.9,1,13
